"","Base salary","Net worth","Last elected","Next election","Associate","Bachelor's","Service / branch","Years of service","Religion","Profession"
"954",NA,NA,NA,"August 11, 2020",NA,"St. Olaf College, 1991","U.S. Army Reserve",NA,NA,"Attorney"
"955",NA,NA,NA,"November 3, 2020",NA,NA,NA,NA,NA,NA
"956","$174,000",NA,"November 6, 2018","August 11, 2020",NA,NA,NA,NA,NA,NA
"957","$31,141/year",NA,NA,"August 11, 2020",NA,NA,NA,NA,NA,NA
"958",NA,NA,NA,"August 11, 2020",NA,"University of Minnesota, 1992","United States Air Force",NA,"Roman Catholic",NA
"959",NA,NA,NA,"August 11, 2020",NA,"New England College","U.S. Marine Corps","2011 - 2019","Christian: Nondenominational",NA
"960",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"961",NA,NA,NA,"August 11, 2020",NA,"Michigan State University, 1970",NA,NA,NA,NA
"962",NA,NA,NA,"August 11, 2020",NA,NA,NA,NA,"Christian","Attorney"
"963","$174,000",NA,"November 6, 2018","August 11, 2020",NA,NA,NA,NA,NA,NA
"964",NA,NA,NA,NA,NA,NA,"United States Army","1955 - 1957",NA,"Environmental advocate"
"965",NA,NA,NA,"August 11, 2020",NA,"Cameron University","U.S. Army",NA,"Christian",NA
"966",NA,NA,NA,"August 11, 2020",NA,NA,NA,NA,NA,NA
"967",NA,NA,NA,"August 11, 2020",NA,NA,NA,NA,NA,NA
"968",NA,NA,NA,"August 11, 2020",NA,NA,NA,NA,NA,NA
"969",NA,NA,NA,"August 11, 2020",NA,NA,NA,NA,NA,NA
"970","$174,000",NA,"November 6, 2018","August 11, 2020",NA,NA,NA,NA,NA,NA
"971",NA,NA,NA,"August 11, 2020",NA,NA,NA,NA,NA,NA
"972",NA,NA,NA,"August 11, 2020",NA,NA,NA,NA,NA,NA
"973",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"974",NA,NA,NA,"August 11, 2020",NA,NA,NA,NA,"Christian: Baptist",NA
"975",NA,NA,NA,"August 11, 2020",NA,NA,NA,NA,NA,NA
"976",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"977",NA,NA,NA,"August 11, 2020",NA,NA,NA,NA,NA,NA
"978",NA,NA,NA,"August 11, 2020",NA,NA,NA,NA,NA,NA
"979","$174,000",NA,"November 6, 2018","August 11, 2020",NA,"University of Alaska",NA,NA,NA,"Attorney"
"980",NA,NA,NA,"August 11, 2020",NA,NA,NA,NA,NA,NA
"981",NA,NA,NA,"August 11, 2020",NA,NA,NA,NA,NA,NA
"982","$174,000","(2012) $1,602,008.50","November 6, 2018","August 11, 2020",NA,"Moorhead State University","Minnesota Army National Guard","1963 - 1969","Christian: Lutheran","Accountant"
"983",NA,NA,NA,"August 11, 2020",NA,NA,NA,NA,"Lutheran","Designer and Safety Director"
"984",NA,NA,NA,"August 11, 2020",NA,NA,NA,NA,NA,NA
"985",NA,NA,NA,"August 11, 2020",NA,"Saint Cloud State University",NA,NA,"Christian: Catholic","Small business owner"
"986",NA,NA,NA,"August 11, 2020",NA,NA,NA,NA,NA,NA
"987",NA,NA,NA,"August 11, 2020",NA,"University of Minnesota, Morris","United States Army",NA,"Christian: Catholic","Attorney"
"988",NA,NA,NA,"August 11, 2020",NA,NA,NA,NA,NA,NA
"989",NA,NA,NA,"November 3, 2020",NA,NA,NA,NA,NA,NA
"990",NA,NA,NA,"August 11, 2020",NA,NA,NA,NA,NA,NA
"991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"992",NA,NA,NA,"August 11, 2020",NA,NA,NA,NA,NA,NA
"993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"995",NA,NA,NA,"August 4, 2020",NA,NA,NA,NA,NA,NA
"996",NA,NA,NA,"August 4, 2020",NA,"Northern Illinois University, 2010",NA,NA,"Roman Catholic",NA
"997","$174,000","(2012) $5,873,061","November 6, 2018","August 4, 2020",NA,"University of Missouri",NA,NA,"Christian: Catholic",NA
"998","$35,915/year",NA,"November 6, 2018","August 4, 2020",NA,"University of Missouri, Columbia",NA,NA,NA,NA
"999","$174,000","(2012) $3,808,003","November 6, 2018","August 4, 2020",NA,"Lincoln University",NA,NA,"Christian: Catholic","Banker, Rancher, Business Owner"
"1000",NA,NA,NA,"August 4, 2020",NA,NA,NA,NA,NA,NA
"1001",NA,NA,NA,"August 4, 2020",NA,NA,NA,NA,NA,NA
"1002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1003",NA,NA,NA,"August 4, 2020",NA,"Western Governors University",NA,NA,NA,"Senior executive"
"1004",NA,NA,NA,NA,NA,"University of Missouri",NA,NA,"Christian","Mortgage loan officer"
"1005",NA,NA,NA,"August 4, 2020",NA,"Missouri Valley College, 2010",NA,NA,"Christian: Methodist","Attorney"
"1006",NA,NA,NA,"August 4, 2020",NA,NA,NA,NA,"Christian",NA
"1007",NA,NA,NA,"August 4, 2020",NA,NA,NA,NA,NA,"Produce farmer and entrepreneur"
"1008","$174,000","(2012) $684,005.50","November 6, 2018","August 4, 2020",NA,"Prairie View A&M University",NA,NA,"Christian: Methodist","Pastor, radio show host"
"1009",NA,NA,NA,"August 4, 2020",NA,NA,NA,NA,NA,NA
"1010",NA,NA,NA,"August 4, 2020",NA,NA,NA,NA,NA,NA
"1011",NA,NA,NA,"November 3, 2020",NA,NA,NA,NA,NA,"Electrician/baker"
"1012",NA,NA,NA,"August 4, 2020",NA,NA,NA,NA,NA,NA
"1013",NA,NA,NA,"August 4, 2020","North Central University","American Intercontinental University",NA,NA,"Pentecostal","Professor"
"1014",NA,NA,NA,"August 4, 2020",NA,NA,NA,NA,NA,NA
"1015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1016","$174,000","(2012) $2,731,018","November 6, 2018","August 4, 2020",NA,"University of Missouri",NA,NA,"Christian: Presbyterian","Auctioneer, Realtor"
"1017",NA,NA,NA,"August 4, 2020",NA,NA,NA,NA,NA,NA
"1018",NA,NA,NA,"August 4, 2020",NA,NA,NA,NA,NA,NA
"1019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1021",NA,NA,NA,"August 4, 2020",NA,NA,NA,NA,NA,NA
"1022","$174,000",NA,"November 6, 2018","August 4, 2020",NA,"University of Missouri, Columbia",NA,NA,NA,"Attorney/Real Estate Agent/Small Business, Owner"
"1023",NA,NA,NA,"August 4, 2020",NA,NA,NA,NA,NA,"Social worker"
"1024","$174,000",NA,"November 6, 2018","November 3, 2020",NA,"The University of Mississippi",NA,NA,NA,"Attorney"
"1025",NA,NA,NA,"November 3, 2020",NA,NA,NA,NA,NA,NA
"1026","$174,000","(2012) $647,014.50","November 6, 2018","November 3, 2020",NA,"Tougaloo College",NA,NA,"Christian: Methodist","Teacher"
"1027",NA,NA,NA,"June 23, 2020",NA,NA,NA,NA,NA,NA
"1028",NA,NA,NA,"June 23, 2020",NA,NA,NA,NA,"Southern Baptist",NA
"1029","$174,000",NA,"November 6, 2018","November 3, 2020",NA,"Mississippi State University, 1992",NA,NA,NA,NA
"1030",NA,NA,NA,"November 3, 2020",NA,NA,NA,NA,NA,NA
"1031","$174,000","(2012) $1,123,512","November 6, 2018","November 3, 2020",NA,"University of Southern Mississippi","United States Marine Corps Reserve","1988 - 1996","Christian: Catholic","Accountant"
"1032",NA,NA,NA,"June 2, 2020",NA,"University of California, Berkeley, 1983",NA,NA,NA,NA
"1033",NA,NA,"November 6, 2018","June 2, 2020",NA,NA,NA,NA,NA,NA
"1034",NA,NA,NA,"June 2, 2020",NA,"Montana State University",NA,NA,NA,NA
"1035",NA,NA,NA,"June 2, 2020",NA,NA,NA,NA,NA,NA
"1036",NA,NA,NA,"June 2, 2020",NA,NA,NA,NA,NA,NA
"1037",NA,NA,NA,"June 2, 2020",NA,"Carroll College, 1988","U.S. Army","1988 - 2019","Catholic","Teacher and retired military officer"
"1038",NA,NA,NA,"June 2, 2020",NA,NA,NA,NA,NA,NA
"1039","$92,236",NA,"November 8, 2016","June 2, 2020",NA,"United States Naval Academy, 1992","United States Navy","1986 - 1997",NA,"Naval Officer; Financial Advisor"
"1040",NA,NA,NA,"June 2, 2020",NA,NA,NA,NA,NA,NA
"1041","$174,000","(2012) $1,811,507.50","November 6, 2018","November 3, 2020",NA,"North Carolina Central University","United States Army","1968 - 1970","Christian: Baptist","Attorney, Judge"
"1042",NA,NA,NA,"November 3, 2020",NA,NA,NA,NA,"Christian",NA
"1043",NA,NA,NA,"November 3, 2020",NA,NA,NA,NA,NA,"Attorney"
"1044",NA,NA,NA,"November 3, 2020",NA,"The Citadel, The Military College of South Carolina, 1976","U.S. Army","1976 - 2002","Catholic",NA
"1045",NA,NA,NA,"November 3, 2020",NA,NA,NA,NA,NA,"Attorney"
"1046","$13,951/year",NA,"September 10, 2019","November 3, 2020",NA,NA,NA,NA,NA,"Urologist"
"1047",NA,NA,NA,"November 3, 2020",NA,NA,NA,NA,NA,NA
"1048","$174,000","(2012) $3,030,039.50","November 6, 2018","November 3, 2020",NA,"University of North Carolina, Chapel Hill",NA,NA,"Christian: Baptist","College professor"
"1049",NA,NA,NA,"November 3, 2020",NA,"Ohio State University, 1983",NA,NA,"Universalist/Unitarian","Real estate appraiser"
"1050","$174,000","(2012) $5,888,015.50","November 6, 2018","November 3, 2020",NA,"University of North Carolina, Chapel Hill",NA,NA,"Christian: Catholic","College Professor, Businesswoman"
"1051",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1052",NA,NA,NA,"November 3, 2020",NA,NA,"U.S. Air Force",NA,"Christian: Baptist",NA
"1053",NA,NA,NA,"November 3, 2020",NA,"Harvard University",NA,NA,NA,"Attorney and small business owner"
"1054",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1055",NA,NA,NA,"November 3, 2020",NA,NA,NA,NA,NA,NA
"1056",NA,NA,NA,"November 3, 2020",NA,NA,NA,NA,NA,NA
"1057","$174,000",NA,"November 6, 2018","November 3, 2020",NA,"North Carolina State University, 1994",NA,NA,"Christian: Baptist","Business owner"
"1058",NA,NA,NA,"November 3, 2020",NA,NA,NA,NA,NA,NA
"1059","$174,000","(2012) $170,503","November 6, 2018","November 3, 2020",NA,"University of North Carolina, Charlotte",NA,NA,"Christian",NA
"1060",NA,NA,NA,"November 3, 2020",NA,"University of North Carolina, Chapel Hill, 1976",NA,NA,NA,NA
"1061","$13,951/year",NA,"September 10, 2019","November 3, 2020",NA,NA,NA,NA,NA,NA
"1062",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1063",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1064",NA,NA,NA,"November 3, 2020",NA,NA,NA,NA,NA,NA
"1065",NA,NA,NA,"November 3, 2020",NA,NA,NA,NA,NA,"Colonel (Ret.)"
"1066",NA,NA,NA,"June 23, 2020",NA,"University of New Hampshire, 1979-05",NA,NA,"Christian","Business Owner/Realtor"
"1067",NA,NA,NA,"June 23, 2020",NA,NA,NA,NA,"Christian",NA
"1068",NA,NA,NA,"November 3, 2020",NA,NA,NA,NA,NA,NA
"1069",NA,NA,NA,"November 3, 2020",NA,NA,NA,NA,NA,NA
"1070","$174,000",NA,"November 6, 2018","November 3, 2020",NA,"North Carolina A&T University",NA,NA,"Christian: Baptist","Professor of Art"
"1071",NA,NA,NA,"November 3, 2020",NA,NA,NA,NA,NA,NA
"1072",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1073","$174,000",NA,"November 6, 2018","November 3, 2020",NA,NA,NA,NA,NA,NA
"1074",NA,NA,NA,"November 3, 2020",NA,NA,"U.S. Navy",NA,NA,NA
"1075","$174,000",NA,"November 6, 2018","June 9, 2020",NA,"University of North Dakota",NA,NA,NA,"Attorney"
"1076",NA,NA,NA,"June 9, 2020",NA,NA,NA,NA,NA,NA
"1077",NA,NA,NA,"June 9, 2020",NA,NA,NA,NA,NA,NA
"1078",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1079","$174,000","(2012) $249,502.50","November 6, 2018","November 3, 2020",NA,"Louisiana State University",NA,NA,"Christian: Catholic","Publishing executive"
"1080","$12,000/year",NA,"November 8, 2016","November 3, 2020",NA,"Nebraska Wesleyan University",NA,NA,NA,"Adjunct professor"
"1081",NA,NA,NA,NA,NA,"Arizona State University",NA,NA,"Atheist","Information technology"
"1082",NA,NA,NA,"November 3, 2020","Metropolitan Community College, Omaha","Bellevue University, Omaha","United States Navy","1988 - 1990","Forn Sidr",NA
"1083","$174,000",NA,"November 6, 2018","November 3, 2020",NA,"Illinois University, 1984",NA,NA,NA,NA
"1084",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1086",NA,NA,NA,"November 3, 2020",NA,NA,NA,NA,NA,"Nonprofit founder"
"1087",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1088",NA,NA,NA,"November 3, 2020",NA,NA,NA,NA,NA,NA
"1089","$174,000","(2012) $153,505","November 6, 2018","November 3, 2020",NA,"University of Nebraska",NA,NA,"Christian",NA
"1090",NA,NA,NA,NA,NA,NA,"U.S. Air Force","1987 - 1990","Christian Scientist","Contractor"
"1091",NA,NA,NA,NA,NA,NA,NA,NA,"Christian",NA
"1092",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1093",NA,NA,NA,NA,NA,NA,"United States Navy","2001 - 2005","Roman Catholic",NA
"1094",NA,NA,NA,"November 3, 2020",NA,NA,NA,NA,NA,NA
"1095",NA,NA,NA,"November 3, 2020",NA,NA,NA,NA,NA,NA
"1096","$174,000",NA,"November 6, 2018","September 8, 2020",NA,NA,NA,NA,NA,NA
"1097",NA,NA,NA,"September 8, 2020",NA,NA,NA,NA,NA,NA
"1098",NA,NA,"November 6, 2018",NA,NA,NA,NA,NA,NA,NA
"1099",NA,NA,NA,"September 8, 2020",NA,NA,NA,NA,NA,NA
"1100",NA,NA,NA,"September 8, 2020",NA,NA,NA,NA,NA,NA
"1101",NA,NA,NA,"November 3, 2020",NA,"University of New Hampshire, 2017",NA,NA,NA,NA
"1102","$174,000","(2012) $1,969,579.50","November 6, 2018","September 8, 2020",NA,"Dartmouth College",NA,NA,"Christian","Attorney"
"1103",NA,NA,NA,"September 8, 2020",NA,NA,NA,NA,NA,NA
"1104",NA,NA,NA,"September 8, 2020",NA,NA,NA,NA,NA,NA
"1105",NA,NA,NA,"September 8, 2020",NA,NA,NA,NA,NA,NA
"1106",NA,NA,NA,"September 8, 2020",NA,NA,NA,NA,NA,NA
"1107",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1108",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1109",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1112",NA,NA,NA,"July 7, 2020",NA,NA,NA,NA,NA,NA
"1113",NA,NA,NA,"July 7, 2020",NA,NA,NA,NA,NA,NA
"1114",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1115",NA,NA,NA,"July 7, 2020",NA,NA,NA,NA,NA,NA
"1116",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1117",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1118",NA,NA,NA,"July 7, 2020",NA,NA,NA,NA,NA,NA
"1119",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1120",NA,NA,NA,"July 7, 2020",NA,NA,NA,NA,NA,NA
"1121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1122",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1123",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1124","$174,000","(2012) $64,273","November 6, 2018","July 7, 2020",NA,"Oxford University, Worcester College",NA,NA,"Christian: Catholic","Small businessman"
"1125",NA,NA,NA,"July 7, 2020",NA,NA,NA,NA,"Jewish","Writer"
"1126",NA,NA,NA,"July 7, 2020",NA,NA,NA,NA,NA,NA
"1127",NA,NA,NA,"July 7, 2020",NA,NA,NA,NA,NA,NA
"1128","$174,000",NA,"November 6, 2018","July 7, 2020",NA,NA,NA,NA,NA,NA
"1129",NA,NA,NA,"July 7, 2020",NA,NA,NA,NA,NA,NA
"1130",NA,NA,NA,"July 7, 2020",NA,NA,NA,NA,"Catholic","Social services; education"
"1131",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1132",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1133",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1134",NA,NA,NA,NA,NA,NA,NA,NA,NA,"International Freight Forwarder"
"1135",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1136",NA,NA,NA,"July 7, 2020",NA,NA,NA,NA,NA,NA
"1137",NA,NA,NA,"July 7, 2020",NA,NA,NA,NA,NA,NA
"1138",NA,NA,NA,"July 7, 2020",NA,"Seton Hall",NA,NA,NA,"Attorney"
"1139",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1142","$174,000",NA,"November 6, 2018","July 7, 2020",NA,NA,NA,NA,NA,NA
"1143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1144","$49,000",NA,"November 7, 2017","July 7, 2020",NA,"Dartmouth College",NA,NA,NA,"Consultant"
"1145",NA,NA,NA,"July 7, 2020",NA,NA,NA,NA,NA,NA
"1146",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1147",NA,NA,NA,"July 7, 2020",NA,"Boston University",NA,NA,NA,NA
"1148",NA,NA,NA,NA,NA,NA,NA,NA,"Christian",NA
"1149",NA,NA,NA,"July 7, 2020",NA,"Vanderbilt University, 2004",NA,NA,NA,"Attorney"
"1150",NA,NA,NA,NA,NA,"Cornell University, 2016",NA,NA,"Roman Catholic","Teacher"
"1151",NA,NA,NA,"July 7, 2020",NA,"Cornell University",NA,NA,NA,NA
"1152",NA,NA,NA,"July 7, 2020",NA,NA,"U.S. Air Force","2009 - 2011","Christian",NA
"1153",NA,NA,NA,"July 7, 2020",NA,NA,NA,NA,NA,NA
"1154",NA,NA,NA,NA,NA,NA,"U.S. Army","1989 - 2012","Catholic",NA
"1155","$174,000",NA,"November 6, 2018","July 7, 2020",NA,"Kean College",NA,NA,"Christian: Baptist","Politician"
"1156",NA,NA,NA,"July 7, 2020",NA,NA,"U.S. Marine Corps","2008 - 2008","Christian: Catholic","Educator"
"1157",NA,NA,NA,"July 7, 2020",NA,NA,NA,NA,NA,NA
"1158",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1159",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1160",NA,NA,NA,"July 7, 2020",NA,NA,NA,NA,"Christian: Catholic","Attorney"
"1161",NA,NA,NA,NA,NA,"University of Missouri",NA,NA,NA,NA
"1162","$174,000",NA,"November 6, 2018","July 7, 2020",NA,"Thomas Edison State College",NA,NA,NA,NA
"1163",NA,NA,NA,"July 7, 2020",NA,NA,NA,NA,NA,NA
"1164",NA,NA,NA,"July 7, 2020",NA,NA,NA,NA,NA,NA
"1165",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1166",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1167","$174,000",NA,"November 6, 2018","June 2, 2020",NA,"University of New Mexico, 1994",NA,NA,NA,"Community organizer"
"1168",NA,NA,NA,"June 2, 2020",NA,"Wayland Baptist University",NA,NA,"Christian","Law enforcement"
"1169",NA,NA,NA,"June 2, 2020",NA,NA,NA,NA,"Catholic",NA
"1170",NA,NA,NA,"June 2, 2020",NA,NA,NA,NA,NA,NA
"1171","$174,000",NA,"November 6, 2018","June 2, 2020",NA,NA,NA,NA,NA,"Attorney"
"1172",NA,NA,NA,"June 2, 2020",NA,NA,NA,NA,NA,NA
"1173",NA,NA,NA,"June 2, 2020",NA,NA,NA,NA,NA,"Real estate investor"
"1174",NA,NA,NA,"June 2, 2020",NA,NA,NA,NA,NA,NA
"1175",NA,NA,NA,"November 3, 2020",NA,"University of Houston, 1970","U.S. Army","1970 - 1976","Evangelical Lutheran",NA
"1176",NA,NA,NA,"June 2, 2020",NA,NA,NA,NA,NA,NA
"1177",NA,NA,NA,"June 2, 2020",NA,NA,NA,NA,NA,NA
"1178",NA,NA,NA,"June 2, 2020",NA,NA,NA,NA,NA,NA
"1179",NA,NA,NA,"June 2, 2020",NA,"Penn State University",NA,NA,NA,"CIA operations officer"
"1180",NA,NA,"November 6, 2018","June 2, 2020",NA,NA,NA,NA,NA,NA
"1181",NA,NA,NA,"June 2, 2020",NA,"University of Arizona, 2005",NA,NA,NA,"Attorney"
"1182",NA,NA,NA,"June 2, 2020",NA,NA,NA,NA,NA,NA
"1183",NA,NA,NA,"June 2, 2020",NA,NA,NA,NA,NA,NA
"1184",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1185",NA,NA,NA,"June 2, 2020",NA,NA,NA,NA,NA,"Environmental Engineer"
"1186",NA,NA,NA,"June 2, 2020",NA,NA,NA,NA,NA,NA
"1187",NA,NA,NA,"June 2, 2020",NA,NA,NA,NA,NA,NA
"1188","$174,000","(2012) $5,479,041.50","November 6, 2018","June 9, 2020",NA,"College of William and Mary",NA,NA,"Greek Orthodox Christian","Professor of Political Science"
"1189",NA,NA,NA,"June 9, 2020",NA,NA,NA,NA,NA,NA
"1190",NA,NA,NA,"June 9, 2020",NA,NA,NA,NA,"Muslim",NA
"1191",NA,NA,NA,"June 9, 2020",NA,NA,NA,NA,NA,"Banker"
"1192",NA,NA,NA,"June 9, 2020",NA,NA,NA,NA,"Christian","Magazine publisher"
"1193",NA,NA,NA,"June 9, 2020",NA,NA,NA,NA,NA,NA
"1194",NA,NA,NA,"June 9, 2020",NA,"Sanford-Brown College, 2014","United States Army","2003 - 2004","The Church of Jesus Christ of Latter-day Saints (Mormon)",NA
"1195",NA,NA,NA,"November 3, 2020",NA,NA,NA,NA,NA,NA
"1196",NA,NA,NA,"November 3, 2020",NA,NA,NA,NA,NA,NA
"1197",NA,NA,NA,"November 3, 2020",NA,NA,NA,NA,NA,NA
"1198","$174,000","(2012) $166,002","November 6, 2018","June 9, 2020",NA,"University of Nevada, Reno","U.S. Army","1984 - 1987","Christian","Attorney"
"1199",NA,NA,NA,"June 9, 2020",NA,NA,NA,NA,NA,NA
"1200",NA,NA,NA,"June 9, 2020",NA,NA,NA,NA,NA,NA
"1201",NA,NA,NA,"June 9, 2020",NA,NA,NA,NA,NA,NA
"1202",NA,NA,NA,"June 9, 2020",NA,"Ohio University, 1981",NA,NA,NA,NA
"1203",NA,NA,NA,"June 9, 2020",NA,NA,NA,NA,NA,NA
"1204",NA,NA,NA,"June 9, 2020",NA,"University of North Dakota, Grand Forks, 1974",NA,NA,"Roman Catholic","General manager"
"1205",NA,NA,NA,"June 9, 2020",NA,NA,NA,NA,NA,NA
"1206",NA,NA,NA,"June 9, 2020",NA,"University of Miami, 1972",NA,NA,"Jewish","Lawyer"
"1207",NA,NA,NA,"June 9, 2020",NA,NA,NA,NA,NA,NA
"1208",NA,NA,NA,"November 3, 2020",NA,"Brigham Young University",NA,NA,NA,"Executive director, Independent American Party of Nevada"
"1209",NA,NA,NA,"November 3, 2020",NA,NA,NA,NA,NA,NA
"1210","$174,000",NA,"November 6, 2018","June 9, 2020",NA,"Carnegie Mellon University",NA,NA,NA,"Education advocate"
"1211",NA,NA,NA,"June 9, 2020",NA,"San Diego State University, 2013","United States Navy","2004 - 2009",NA,NA
"1212",NA,NA,NA,"June 9, 2020",NA,NA,NA,NA,NA,"Caregiver"
"1213",NA,NA,NA,"June 9, 2020",NA,NA,NA,NA,NA,NA
"1214",NA,NA,NA,"June 9, 2020",NA,NA,NA,NA,NA,NA
"1215",NA,NA,NA,"June 9, 2020",NA,NA,NA,NA,"Catholic","Political commentator"
"1216",NA,NA,NA,"June 9, 2020",NA,NA,NA,NA,NA,"Businessman"
"1217","$102,898",NA,NA,"June 9, 2020",NA,"Princeton University","U.S. Army","1972 - 1974",NA,"Business"
"1218",NA,NA,NA,"June 9, 2020",NA,NA,NA,NA,"Roman Catholic","Assistant principal"
"1219",NA,NA,NA,"November 3, 2020",NA,NA,NA,NA,NA,NA
"1220",NA,NA,NA,"November 3, 2020",NA,NA,NA,NA,NA,NA
"1221",NA,NA,NA,"November 3, 2020",NA,NA,NA,NA,NA,NA
"1222","$174,000","(2012) $144,507.50","November 6, 2018","June 9, 2020",NA,"University of Nevada, Reno",NA,NA,"Christian: Baptist","Business executive"
"1223",NA,NA,NA,"June 9, 2020",NA,NA,NA,NA,"Catholic",NA
"1224",NA,NA,NA,"June 9, 2020",NA,"Emerson College, 1994",NA,NA,"Christian","Re-recording mixer"
"1225",NA,NA,NA,"June 9, 2020",NA,NA,NA,NA,NA,NA
"1226",NA,NA,NA,"June 9, 2020",NA,NA,NA,NA,"Christian","Human resources"
"1227",NA,NA,NA,"June 9, 2020",NA,NA,NA,NA,"Christian","Public school educator"
"1228",NA,NA,NA,"June 9, 2020",NA,NA,NA,NA,NA,"Entrepreneur"
"1229",NA,NA,NA,"June 9, 2020",NA,NA,NA,NA,"Christian: Catholic","Restauranteur"
"1230",NA,NA,NA,"June 9, 2020",NA,NA,NA,NA,NA,NA
"1231",NA,NA,NA,"June 9, 2020",NA,NA,NA,NA,NA,NA
"1232",NA,NA,NA,"June 9, 2020",NA,"Park University","U.S. Air Force","1992 - 2013",NA,"CEO"
"1233",NA,NA,NA,"June 9, 2020",NA,NA,NA,NA,NA,NA
"1234",NA,NA,NA,"June 9, 2020",NA,NA,NA,NA,"Christian: Catholic",NA
"1235",NA,NA,NA,"June 9, 2020",NA,"Oral Roberts University",NA,NA,"Evangelical","Business owner"
"1236",NA,NA,NA,"November 3, 2020",NA,NA,NA,NA,NA,NA
"1237",NA,NA,NA,"November 3, 2020",NA,NA,NA,NA,NA,NA
"1238","$174,000",NA,"November 6, 2018","June 23, 2020",NA,"State University of New York, Albany","United States Army Reserve","2007 - 2009","Jewish","Attorney"
"1239",NA,NA,NA,"June 23, 2020",NA,NA,NA,NA,"Jewish","Financial Director"
"1240",NA,NA,NA,"June 23, 2020",NA,NA,NA,NA,NA,NA
"1241",NA,NA,NA,"June 23, 2020",NA,"Hunter College",NA,NA,NA,"Attorney"
"1242",NA,NA,NA,"June 23, 2020",NA,NA,NA,NA,NA,NA
"1243",NA,NA,NA,"June 23, 2020",NA,NA,NA,NA,NA,NA
"1244",NA,NA,NA,"November 3, 2020",NA,NA,NA,NA,NA,NA
"1245",NA,NA,NA,NA,NA,NA,NA,NA,"Gnostic Christian",NA
"1246",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1247",NA,NA,NA,"June 23, 2020",NA,NA,NA,NA,NA,NA
"1248",NA,NA,NA,"June 23, 2020",NA,NA,NA,NA,NA,NA
"1249",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1251","$79,500/year",NA,"November 6, 2018","June 23, 2020",NA,"George Washington University",NA,NA,NA,"Attorney"
"1252",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1253",NA,NA,"November 6, 2018","June 23, 2020",NA,NA,NA,NA,NA,NA
"1254",NA,NA,NA,"November 3, 2020",NA,NA,NA,NA,NA,NA
"1255",NA,NA,NA,"June 23, 2020",NA,"Barnard College, 2003",NA,NA,NA,NA
"1256",NA,NA,NA,"June 23, 2020",NA,"University of Iowa",NA,NA,NA,NA
